Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
28_V_34_S28_L001_R2_001	28_V_34_S28_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	82001522.0	0.0	150.0	44.0	65.51365718849712	150.0	pass	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
28_V_34_S28_L002_R1_001	28_V_34_S28_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	80986316.0	0.0	28.0	49.0	58.325678421659276	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
28_V_34_S28_L002_R2_001	28_V_34_S28_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	80986316.0	0.0	150.0	44.0	65.27883817250763	150.0	pass	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
28_V_34_S28_L003_R1_001	28_V_34_S28_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	76006907.0	0.0	28.0	49.0	59.46719300145086	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
28_V_34_S28_L003_R2_001	28_V_34_S28_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	76006907.0	0.0	150.0	44.0	65.78011382346581	150.0	pass	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
28_V_34_S28_L004_R1_001	28_V_34_S28_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	74462843.0	0.0	28.0	49.0	60.32441506647551	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
28_V_34_S28_L004_R2_001	28_V_34_S28_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	74462843.0	0.0	150.0	44.0	66.46970122930796	150.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	warn	pass
29_P_35_S29_L001_R1_001	29_P_35_S29_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62259532.0	0.0	28.0	49.0	84.77896942590462	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
29_P_35_S29_L001_R2_001	29_P_35_S29_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62259532.0	0.0	150.0	43.0	74.79795084999454	150.0	pass	pass	pass	pass	fail	warn	pass	pass	pass	warn	pass
29_P_35_S29_L002_R1_001	29_P_35_S29_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61583069.0	0.0	28.0	49.0	84.74107999951084	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
29_P_35_S29_L002_R2_001	29_P_35_S29_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61583069.0	0.0	150.0	43.0	74.65710828894873	150.0	pass	pass	pass	pass	fail	warn	pass	pass	pass	warn	pass
29_P_35_S29_L003_R1_001	29_P_35_S29_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	57796262.0	0.0	28.0	49.0	84.94592003156072	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
29_P_35_S29_L003_R2_001	29_P_35_S29_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	57796262.0	0.0	150.0	43.0	74.65781638457918	150.0	pass	pass	pass	pass	fail	warn	pass	pass	pass	warn	pass
29_P_35_S29_L004_R1_001	29_P_35_S29_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56683272.0	0.0	28.0	49.0	85.99197784871801	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
29_P_35_S29_L004_R2_001	29_P_35_S29_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56683272.0	0.0	150.0	43.0	75.50155026600898	150.0	pass	pass	warn	pass	fail	warn	pass	pass	pass	warn	pass
30_P_36_S30_L001_R1_001	30_P_36_S30_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69900653.0	0.0	28.0	49.0	88.45085442815862	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
30_P_36_S30_L001_R2_001	30_P_36_S30_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69900653.0	0.0	150.0	42.0	79.39562144791671	150.0	pass	pass	pass	pass	fail	warn	pass	pass	pass	warn	pass
30_P_36_S30_L002_R1_001	30_P_36_S30_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69240236.0	0.0	28.0	49.0	88.24580137091408	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
30_P_36_S30_L002_R2_001	30_P_36_S30_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69240236.0	0.0	150.0	42.0	78.96826004765668	150.0	pass	pass	pass	pass	fail	warn	pass	pass	pass	warn	pass
30_P_36_S30_L003_R1_001	30_P_36_S30_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	64920960.0	0.0	28.0	49.0	88.36940856359395	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
30_P_36_S30_L003_R2_001	30_P_36_S30_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	64920960.0	0.0	150.0	42.0	79.06387786183019	150.0	pass	pass	pass	pass	fail	warn	pass	pass	pass	warn	pass
30_P_36_S30_L004_R1_001	30_P_36_S30_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63500511.0	0.0	28.0	49.0	89.37308635235523	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
30_P_36_S30_L004_R2_001	30_P_36_S30_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63500511.0	0.0	150.0	42.0	79.9092670283915	150.0	pass	pass	warn	pass	fail	warn	pass	pass	pass	warn	pass
31_V_35_S31_L001_R1_001	31_V_35_S31_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	75787041.0	0.0	28.0	49.0	66.18767264322065	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
31_V_35_S31_L001_R2_001	31_V_35_S31_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	75787041.0	0.0	150.0	43.0	67.56639657758252	150.0	pass	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
31_V_35_S31_L002_R1_001	31_V_35_S31_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	74963038.0	0.0	28.0	49.0	66.13216608610716	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
31_V_35_S31_L003_R1_001	31_V_35_S31_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	70483951.0	0.0	28.0	49.0	67.03977150192124	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
31_V_35_S31_L004_R1_001	31_V_35_S31_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69035251.0	0.0	28.0	49.0	68.19298822673565	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
32_V_36_S32_L001_R1_001	32_V_36_S32_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	68050965.0	0.0	28.0	48.0	62.03849656263775	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
32_V_36_S32_L001_R2_001	32_V_36_S32_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	34943385.0	0.0	150.0	43.0	73.5738692382339	150.0	pass	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
32_V_36_S32_L002_R1_001	32_V_36_S32_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	67258419.0	0.0	28.0	48.0	62.149246091424246	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
32_V_36_S32_L004_R1_001	32_V_36_S32_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61849659.0	0.0	28.0	48.0	64.21506311451586	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
32_V_36_S32_L004_R2_001	32_V_36_S32_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61849659.0	0.0	150.0	43.0	68.2355634189928	150.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	warn	pass
33_P_37_S33_L001_R1_001	33_P_37_S33_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	65858166.0	0.0	28.0	49.0	90.97238991514304	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
33_P_37_S33_L001_R2_001	33_P_37_S33_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	65858166.0	0.0	150.0	42.0	76.56544726534106	150.0	pass	pass	pass	pass	fail	warn	pass	pass	pass	warn	pass
33_P_37_S33_L002_R1_001	33_P_37_S33_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	65039308.0	0.0	28.0	49.0	90.63456668038063	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
33_P_37_S33_L002_R2_001	33_P_37_S33_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	65039308.0	0.0	150.0	42.0	76.17900024300643	150.0	pass	pass	pass	pass	fail	warn	pass	pass	pass	warn	pass
33_P_37_S33_L003_R1_001	33_P_37_S33_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	60923901.0	0.0	28.0	49.0	90.67676734185754	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
33_P_37_S33_L003_R2_001	33_P_37_S33_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	60923901.0	0.0	150.0	42.0	76.47497674467503	150.0	pass	pass	pass	pass	fail	fail	pass	pass	pass	warn	pass
33_P_37_S33_L004_R1_001	33_P_37_S33_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	59570484.0	0.0	28.0	49.0	91.5364235737472	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
33_P_37_S33_L004_R2_001	33_P_37_S33_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	59570484.0	0.0	150.0	42.0	77.29368792468266	150.0	pass	pass	warn	pass	fail	fail	pass	pass	pass	warn	pass
34_P_38_S34_L001_R1_001	34_P_38_S34_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	93106641.0	0.0	28.0	49.0	88.77028897833895	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
34_P_38_S34_L001_R2_001	34_P_38_S34_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	93106641.0	0.0	150.0	41.0	75.5570852193268	150.0	pass	pass	pass	pass	fail	warn	pass	pass	pass	warn	pass
34_P_38_S34_L002_R1_001	34_P_38_S34_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	91850476.0	0.0	28.0	49.0	88.74491344952204	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
34_P_38_S34_L002_R2_001	34_P_38_S34_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	91850476.0	0.0	150.0	41.0	75.53148913964806	150.0	pass	pass	pass	pass	fail	warn	pass	pass	pass	warn	pass
34_P_38_S34_L003_R1_001	34_P_38_S34_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	85890876.0	0.0	28.0	49.0	88.97019243863605	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
34_P_38_S34_L003_R2_001	34_P_38_S34_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	85890876.0	0.0	150.0	41.0	75.71569742873574	150.0	pass	pass	pass	pass	fail	warn	pass	pass	pass	warn	pass
34_P_38_S34_L004_R1_001	34_P_38_S34_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	84018871.0	0.0	28.0	49.0	89.85254439288603	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
34_P_38_S34_L004_R2_001	34_P_38_S34_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	84018871.0	0.0	150.0	41.0	76.46006759046993	150.0	pass	pass	warn	pass	fail	warn	pass	pass	pass	warn	pass
35_V_37_S35_L001_R1_001	35_V_37_S35_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	82979482.0	0.0	28.0	49.0	48.626957788482564	28.0	pass	pass	pass	pass	pass	pass	pass	pass	fail	pass	pass
35_V_37_S35_L001_R2_001	35_V_37_S35_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	82979482.0	0.0	150.0	44.0	63.84004662672375	150.0	pass	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
35_V_37_S35_L002_R1_001	35_V_37_S35_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	81962505.0	0.0	28.0	49.0	48.884542212402735	28.0	pass	pass	pass	pass	pass	pass	pass	pass	fail	pass	pass
35_V_37_S35_L002_R2_001	35_V_37_S35_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	81962505.0	0.0	150.0	44.0	63.76702899482877	150.0	pass	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
35_V_37_S35_L003_R1_001	35_V_37_S35_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	76722510.0	0.0	28.0	49.0	50.08401784410097	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
35_V_37_S35_L003_R2_001	35_V_37_S35_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	76722510.0	0.0	150.0	44.0	64.40503243938453	150.0	pass	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
35_V_37_S35_L004_R1_001	35_V_37_S35_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	75047003.0	0.0	28.0	49.0	51.185188597344435	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
36_V_38_S36_L001_R1_001	36_V_38_S36_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	81184711.0	0.0	28.0	49.0	62.0987565656852	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
36_V_38_S36_L002_R1_001	36_V_38_S36_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	80238800.0	0.0	28.0	49.0	62.17575117267109	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
36_V_38_S36_L002_R2_001	36_V_38_S36_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	26407619.0	0.0	150.0	43.0	74.41952657865366	150.0	pass	pass	pass	pass	fail	fail	pass	pass	pass	warn	pass
36_V_38_S36_L003_R1_001	36_V_38_S36_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	47711693.0	0.0	28.0	49.0	72.506069583067	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
36_V_38_S36_L004_R1_001	36_V_38_S36_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	28370028.0	0.0	28.0	49.0	81.51311595703118	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
38_P_40_S38_L001_R1_001	38_P_40_S38_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	88664039.0	0.0	28.0	49.0	71.64585657094601	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
38_P_40_S38_L001_R2_001	38_P_40_S38_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	88664039.0	0.0	150.0	44.0	65.06080677270728	150.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
38_P_40_S38_L002_R1_001	38_P_40_S38_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	87377839.0	0.0	28.0	49.0	71.6976029393548	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
38_P_40_S38_L002_R2_001	38_P_40_S38_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	87377839.0	0.0	150.0	44.0	64.93452863023202	150.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
38_P_40_S38_L003_R1_001	38_P_40_S38_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	81848390.0	0.0	28.0	49.0	72.25592540797888	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
38_P_40_S38_L003_R2_001	38_P_40_S38_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	81848390.0	0.0	150.0	44.0	64.74727724429437	150.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
38_P_40_S38_L004_R1_001	38_P_40_S38_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	80128547.0	0.0	28.0	49.0	73.6333681302368	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
38_P_40_S38_L004_R2_001	38_P_40_S38_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	80128547.0	0.0	150.0	44.0	65.79745799583593	150.0	pass	pass	warn	pass	fail	warn	pass	pass	warn	warn	pass
39_V_39_S39_L001_R1_001	39_V_39_S39_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	59118119.0	0.0	28.0	49.0	50.25889856198705	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
39_V_39_S39_L001_R2_001	39_V_39_S39_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	59118119.0	0.0	150.0	45.0	62.28374371487253	150.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
39_V_39_S39_L002_R1_001	39_V_39_S39_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	58349323.0	0.0	28.0	49.0	50.25097122976223	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
39_V_39_S39_L002_R2_001	39_V_39_S39_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	58349323.0	0.0	150.0	45.0	61.57492782048707	150.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
39_V_39_S39_L003_R1_001	39_V_39_S39_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	54909379.0	0.0	28.0	49.0	51.3546158914602	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
39_V_39_S39_L003_R2_001	39_V_39_S39_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	54909379.0	0.0	150.0	45.0	62.052635588548256	150.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
39_V_39_S39_L004_R1_001	39_V_39_S39_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	53724785.0	0.0	28.0	49.0	52.29523719125706	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
39_V_39_S39_L004_R2_001	39_V_39_S39_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	53724785.0	0.0	150.0	45.0	63.01080797760247	150.0	pass	pass	warn	pass	fail	warn	pass	pass	warn	warn	pass
40_V_40_S40_L001_R1_001	40_V_40_S40_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	60282277.0	0.0	28.0	49.0	66.79303993568652	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
40_V_40_S40_L001_R2_001	40_V_40_S40_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	60282277.0	0.0	150.0	43.0	71.49520315359683	150.0	pass	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
40_V_40_S40_L002_R1_001	40_V_40_S40_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	59546751.0	0.0	28.0	49.0	66.89382833234598	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
40_V_40_S40_L002_R2_001	40_V_40_S40_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	59546751.0	0.0	150.0	43.0	71.27574577844335	150.0	pass	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
40_V_40_S40_L003_R1_001	40_V_40_S40_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	55863456.0	0.0	28.0	49.0	68.03416980628297	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
40_V_40_S40_L003_R2_001	40_V_40_S40_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	55863456.0	0.0	150.0	43.0	71.62343050173484	150.0	pass	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
40_V_40_S40_L004_R1_001	40_V_40_S40_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	54656507.0	0.0	28.0	49.0	69.02296710018678	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
40_V_40_S40_L004_R2_001	40_V_40_S40_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	54656507.0	0.0	150.0	43.0	72.46324417497027	150.0	pass	pass	warn	pass	fail	pass	pass	pass	pass	warn	pass
Undetermined_S0_L001_R1_001	Undetermined_S0_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	178158028.0	0.0	28.0	46.0	83.7766767051978	28.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
Undetermined_S0_L002_R1_001	Undetermined_S0_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	177563908.0	0.0	28.0	46.0	83.48022246648983	28.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
Undetermined_S0_L003_R1_001	Undetermined_S0_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	162757249.0	0.0	28.0	46.0	82.84939914056486	28.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
Undetermined_S0_L004_R1_001	Undetermined_S0_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	158280869.0	0.0	28.0	46.0	83.36278744904922	28.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
